temperature,humidity,ph,light_lux,co2_ppm,soil_moisture,crop_type,condition
30.18,69.14,5.36,76138.13,1216.85,75.64,Bell Pepper,warning
29.59,63.44,6.33,53111.61,385.29,54.55,Bell Pepper,warning
35.98,52.39,6.8,41177.98,1208.73,57.77,Bell Pepper,warning
27.76,73.05,6.27,67798.89,1680.08,58.25,Bell Pepper,warning
32.04,90.16,6.39,50398.57,1407.77,64.64,Bell Pepper,warning
25.4,83.09,6.77,21494.92,1378.58,75.94,Bell Pepper,warning
28.29,76.16,6.27,66555.64,340.95,84.74,Bell Pepper,warning
33.25,67.93,6.64,72075.4,399.67,80.79,Bell Pepper,warning
30.57,69.51,7.08,22261.71,915.88,44.3,Bell Pepper,warning
26.25,83.45,6.6,77708.45,1230.02,72.71,Bell Pepper,warning
22.96,77.74,7.86,50268.85,704.0,95.64,Bell Pepper,critical
24.97,89.67,6.4,42446.8,361.78,73.13,Bell Pepper,warning
20.99,80.56,5.35,68414.0,1684.59,55.64,Bell Pepper,warning
23.06,63.78,7.14,67410.31,947.82,39.96,Bell Pepper,warning
24.89,92.02,6.49,57212.91,1224.97,35.47,Bell Pepper,warning
26.79,73.44,6.23,24943.92,340.06,47.89,Bell Pepper,warning
22.8,89.17,6.87,44639.98,534.21,74.84,Bell Pepper,warning
31.8,61.04,6.15,73219.36,499.99,54.82,Bell Pepper,warning
17.57,74.64,6.19,59833.6,1448.72,39.12,Bell Pepper,warning
27.62,98.04,7.03,36475.18,339.52,46.43,Bell Pepper,critical
30.9,86.93,6.66,69623.56,453.01,31.78,Bell Pepper,critical
31.6,87.32,6.92,59412.51,1522.87,55.89,Bell Pepper,warning
24.34,69.18,4.97,65016.87,1185.68,40.62,Bell Pepper,critical
23.34,69.95,6.17,75644.49,545.28,58.14,Bell Pepper,warning
31.08,68.2,7.4,34346.79,541.36,85.06,Bell Pepper,warning
20.3,55.49,6.59,70439.37,592.73,67.52,Bell Pepper,warning
26.41,67.92,7.25,52268.67,361.04,52.01,Bell Pepper,warning
33.75,71.58,5.09,47448.98,966.38,41.79,Bell Pepper,critical
23.61,80.19,7.58,25083.37,842.93,75.01,Bell Pepper,warning
30.07,67.35,5.92,43418.47,587.23,39.93,Bell Pepper,warning
31.08,56.6,5.93,24734.84,368.1,78.19,Bell Pepper,warning
19.7,63.71,6.51,34400.08,744.09,39.47,Bell Pepper,warning
30.04,66.51,5.99,53286.93,929.09,51.26,Bell Pepper,warning
30.74,54.85,7.13,39506.51,541.56,78.17,Bell Pepper,warning
22.84,63.32,6.79,39789.3,733.78,91.82,Bell Pepper,warning
25.76,81.02,6.78,29942.35,1173.92,80.64,Bell Pepper,warning
23.97,54.99,6.36,46029.38,1127.3,49.38,Bell Pepper,warning
28.86,86.76,6.26,66316.08,1248.56,36.72,Bell Pepper,warning
26.38,65.33,5.01,43301.88,540.47,47.6,Bell Pepper,critical
27.51,71.04,6.99,75403.3,1263.52,36.61,Bell Pepper,warning
29.37,71.71,6.52,48614.25,401.99,42.9,Bell Pepper,optimal
26.28,55.66,5.67,45410.69,1573.34,88.86,Bell Pepper,warning
27.56,85.92,6.52,25629.87,839.8,58.47,Bell Pepper,warning
27.49,61.11,6.14,78117.58,590.6,53.63,Bell Pepper,warning
29.1,77.76,6.26,77330.43,1620.91,54.91,Bell Pepper,warning
30.04,59.08,6.71,32904.51,794.82,88.58,Bell Pepper,warning
31.0,63.0,6.53,45497.45,538.14,41.43,Bell Pepper,optimal
35.04,93.38,6.14,26707.91,1376.57,42.99,Bell Pepper,warning
24.67,88.87,7.0,22049.41,1541.11,44.79,Bell Pepper,warning
35.95,68.35,6.5,74657.32,701.6,70.36,Bell Pepper,warning
20.62,60.82,6.09,28344.03,591.62,86.21,Bell Pepper,warning
20.52,86.86,6.97,77388.13,1160.34,61.13,Bell Pepper,warning
21.22,78.13,5.82,23640.17,510.91,54.72,Bell Pepper,warning
27.07,79.64,5.34,35176.11,1387.85,84.08,Bell Pepper,warning
31.54,78.93,8.07,40352.11,1708.91,59.13,Bell Pepper,critical
21.17,55.18,6.43,56504.09,1541.78,46.39,Bell Pepper,warning
32.44,50.18,6.74,38448.42,1224.22,43.65,Bell Pepper,critical
17.58,78.94,6.55,61122.22,1282.01,62.82,Bell Pepper,warning
20.82,66.97,6.63,66723.95,360.03,51.01,Bell Pepper,warning
24.24,80.32,5.57,76021.35,639.27,69.65,Bell Pepper,warning
26.25,80.6,6.45,25418.37,1735.21,74.84,Bell Pepper,critical
17.61,82.42,7.0,77919.38,725.92,75.67,Bell Pepper,warning
27.9,78.79,6.53,32227.67,540.16,40.76,Bell Pepper,optimal
26.69,76.93,5.26,73945.73,527.53,66.12,Bell Pepper,warning
28.63,89.33,6.25,71628.7,1321.77,72.57,Bell Pepper,warning
21.85,62.74,7.47,43327.38,964.1,54.4,Bell Pepper,warning
21.85,75.91,6.06,59844.52,893.69,68.19,Bell Pepper,optimal
16.97,88.94,6.39,54723.77,381.97,66.16,Bell Pepper,critical
22.71,79.11,6.21,42834.8,1680.58,34.18,Bell Pepper,warning
24.56,78.48,7.11,77459.53,600.2,51.07,Bell Pepper,warning
29.74,75.44,6.22,42767.67,358.33,61.3,Bell Pepper,warning
20.82,72.89,7.17,43840.93,532.69,48.3,Bell Pepper,warning
25.53,69.97,6.44,73218.84,1169.45,63.54,Bell Pepper,warning
23.32,76.71,6.5,24092.47,710.78,38.28,Bell Pepper,warning
22.39,65.28,6.91,38775.38,357.93,51.95,Bell Pepper,warning
29.0,64.07,8.0,50008.09,1044.1,67.04,Bell Pepper,warning
24.76,74.62,7.62,58343.2,1323.24,80.57,Bell Pepper,warning
27.64,75.13,6.44,44879.29,1242.41,89.87,Bell Pepper,warning
25.62,68.1,6.43,44208.88,1433.0,87.0,Bell Pepper,warning
36.81,52.9,6.99,62610.2,916.1,73.91,Bell Pepper,critical
23.98,54.12,6.14,40530.61,434.62,89.41,Bell Pepper,warning
24.25,75.66,6.83,21593.5,707.11,49.8,Bell Pepper,warning
24.11,58.95,6.78,49170.12,650.68,34.71,Bell Pepper,warning
23.71,77.61,5.67,28443.52,411.98,51.2,Bell Pepper,warning
24.49,72.56,5.24,26635.56,1036.55,43.36,Bell Pepper,warning
25.52,63.9,7.07,21976.31,1262.04,80.16,Bell Pepper,warning
18.24,70.28,6.96,61035.0,1256.06,54.85,Bell Pepper,warning
27.19,65.52,6.38,23501.09,748.15,66.02,Bell Pepper,warning
31.39,59.29,6.36,39713.92,860.22,68.54,Bell Pepper,warning
19.72,61.81,6.66,54954.88,1015.78,44.58,Bell Pepper,warning
25.26,71.83,6.58,22012.18,564.33,38.71,Bell Pepper,warning
27.13,59.68,6.44,25832.46,361.54,55.09,Bell Pepper,warning
25.98,72.87,7.26,40463.85,1547.53,43.81,Bell Pepper,warning
19.74,76.93,6.41,74350.53,1403.65,72.73,Bell Pepper,warning
25.7,53.24,8.31,30963.44,1050.26,36.69,Bell Pepper,critical
16.67,83.83,5.89,37531.23,765.94,40.23,Bell Pepper,critical
25.24,64.68,7.44,39693.27,393.77,47.37,Bell Pepper,warning
17.89,81.88,6.18,60663.64,1437.73,58.01,Bell Pepper,warning
19.52,86.26,7.02,67649.73,1197.97,80.81,Bell Pepper,warning
24.26,66.18,6.21,27889.63,446.13,36.13,Bell Pepper,warning
28.74,61.66,6.85,24448.01,559.09,53.57,Bell Pepper,warning
17.27,77.24,6.68,25059.83,382.31,71.03,Bell Pepper,warning
20.34,75.94,6.73,48215.42,792.32,33.95,Bell Pepper,critical
28.54,83.53,7.09,74147.34,533.07,76.31,Bell Pepper,warning
25.15,93.97,6.66,56282.46,996.22,45.33,Bell Pepper,warning
25.79,70.98,6.98,28490.08,1308.88,89.33,Bell Pepper,warning
28.43,63.53,6.25,69841.4,464.46,63.28,Bell Pepper,optimal
31.77,74.54,7.15,57724.84,1450.08,36.12,Bell Pepper,warning
35.27,74.94,6.71,36475.34,520.59,33.64,Bell Pepper,critical
22.76,64.05,6.14,78855.97,942.88,53.63,Bell Pepper,warning
29.74,80.25,7.58,52781.62,1114.62,64.36,Bell Pepper,warning
28.63,72.53,6.89,25074.46,1362.3,44.81,Bell Pepper,optimal
24.93,73.2,5.17,39767.37,832.51,45.79,Bell Pepper,warning
21.84,56.83,6.16,59036.53,497.99,78.58,Bell Pepper,warning
22.93,48.48,5.95,65665.86,1330.27,35.2,Bell Pepper,critical
30.95,85.53,6.05,60931.62,578.88,87.19,Bell Pepper,warning
22.39,74.84,6.45,21671.09,540.22,46.83,Bell Pepper,warning
26.47,62.43,6.04,78282.39,979.17,56.45,Bell Pepper,warning
20.8,56.37,6.91,45817.47,409.54,69.8,Bell Pepper,warning
30.58,77.0,7.01,36956.63,368.0,69.31,Bell Pepper,warning
32.04,69.05,7.01,78509.84,1628.77,52.27,Bell Pepper,warning
29.19,78.22,5.59,80332.74,1189.54,73.0,Bell Pepper,warning
25.81,91.43,6.3,40815.06,1297.5,43.39,Bell Pepper,warning
24.31,75.45,6.51,51350.09,1516.7,76.8,Bell Pepper,warning
29.99,72.32,6.03,47081.92,1305.76,40.33,Bell Pepper,optimal
19.15,75.0,6.49,22611.2,385.14,65.76,Bell Pepper,warning
27.25,61.46,6.85,22861.67,587.1,36.61,Bell Pepper,warning
21.22,94.57,7.05,30283.89,1594.14,48.58,Bell Pepper,warning
23.31,86.84,6.57,58202.9,1653.93,49.37,Bell Pepper,warning
23.41,74.39,6.55,57673.35,1281.78,82.11,Bell Pepper,warning
32.84,93.54,6.0,47564.99,1123.22,73.9,Bell Pepper,warning
23.96,63.23,6.38,70144.55,358.65,75.67,Bell Pepper,warning
27.94,78.0,6.85,65259.14,389.39,78.22,Bell Pepper,warning
27.23,73.35,6.65,53299.32,1750.56,87.16,Bell Pepper,critical
32.44,84.69,8.05,52640.46,1627.5,78.81,Bell Pepper,warning
29.7,85.4,6.77,25636.2,1011.78,37.57,Bell Pepper,warning
23.42,49.7,6.31,43062.52,468.86,83.61,Bell Pepper,critical
19.35,74.1,6.53,55189.32,398.2,45.91,Bell Pepper,warning
30.06,81.34,5.95,56849.32,1263.82,68.76,Bell Pepper,warning
24.76,50.08,6.32,24137.99,1266.81,55.77,Bell Pepper,critical
19.7,55.29,6.41,40142.32,1282.85,72.45,Bell Pepper,warning
38.66,88.32,6.26,50239.1,514.99,72.45,Bell Pepper,critical
27.02,54.36,6.33,65747.51,390.4,70.68,Bell Pepper,warning
19.49,72.26,6.6,48754.01,1612.95,73.87,Bell Pepper,warning
27.83,79.55,7.5,28722.04,636.43,62.04,Bell Pepper,warning
27.78,82.23,6.66,49606.0,625.1,83.08,Bell Pepper,warning
20.29,68.02,8.31,59305.29,792.1,54.1,Bell Pepper,critical
19.37,62.0,6.87,27423.37,1217.4,36.12,Bell Pepper,warning
33.5,84.41,6.25,70011.76,1431.44,81.92,Bell Pepper,warning
22.12,69.32,6.65,39772.01,674.0,38.59,Bell Pepper,warning
18.75,59.79,6.42,43226.06,1491.0,78.03,Bell Pepper,warning
31.65,60.49,6.19,26204.21,524.96,81.83,Bell Pepper,warning
29.9,68.4,6.7,78650.0,498.0,74.13,Bell Pepper,warning
33.37,69.51,6.68,37146.63,1651.76,68.16,Bell Pepper,warning
34.99,83.99,6.95,33527.64,1530.07,42.87,Bell Pepper,warning
35.42,79.44,7.05,55546.82,308.63,48.31,Bell Pepper,critical
34.54,69.12,5.97,67672.62,468.0,72.52,Bell Pepper,warning
33.45,90.81,7.23,23551.45,1206.08,67.61,Bell Pepper,warning
37.87,95.13,6.21,48280.91,1349.99,49.06,Bell Pepper,critical
15.16,75.37,7.18,24343.39,788.35,57.64,Bell Pepper,critical
23.56,60.9,6.21,44028.61,1678.07,64.94,Bell Pepper,warning
22.92,80.95,4.76,38199.08,1577.64,81.34,Bell Pepper,critical
37.08,89.01,6.22,34572.25,1025.35,73.82,Bell Pepper,critical
30.01,76.38,7.79,72875.31,605.02,75.22,Bell Pepper,warning
26.25,84.47,7.59,65426.64,698.14,46.27,Bell Pepper,warning
35.61,82.91,5.95,46377.36,1494.06,55.79,Bell Pepper,warning
23.15,55.26,6.78,37802.56,604.34,57.22,Bell Pepper,warning
31.3,51.94,6.48,55512.3,339.11,59.65,Bell Pepper,critical
26.91,64.33,6.1,78698.51,1602.03,59.76,Bell Pepper,warning
27.81,54.77,7.66,48903.7,1431.87,73.32,Bell Pepper,warning
26.98,47.21,6.55,56702.25,376.45,42.9,Bell Pepper,critical
22.74,81.49,7.09,56581.55,830.79,86.93,Bell Pepper,warning
29.78,60.11,5.82,25636.04,392.17,58.18,Bell Pepper,warning
28.13,57.76,6.15,63763.41,598.07,43.4,Bell Pepper,warning
27.49,69.61,7.71,33064.01,464.18,66.95,Bell Pepper,warning
29.73,91.2,6.16,55610.25,538.0,47.01,Bell Pepper,warning
22.23,68.51,5.38,36057.74,1132.47,76.1,Bell Pepper,warning
25.6,75.67,5.98,39017.2,1404.86,72.29,Bell Pepper,warning
24.07,92.64,6.77,59309.19,447.85,73.63,Bell Pepper,warning
25.75,57.26,6.55,57727.89,1655.71,59.45,Bell Pepper,warning
23.22,81.0,5.78,44122.06,908.45,37.66,Bell Pepper,warning
31.91,74.22,6.38,42827.88,1277.34,88.96,Bell Pepper,warning
20.12,70.34,6.89,57419.36,1638.12,42.51,Bell Pepper,warning
20.68,59.74,6.37,67852.09,457.34,44.82,Bell Pepper,warning
20.33,51.16,5.93,32913.09,548.64,59.59,Bell Pepper,warning
26.69,91.83,8.17,34891.32,620.68,60.9,Bell Pepper,critical
34.3,53.64,5.7,35593.52,634.34,46.61,Bell Pepper,warning
21.46,64.9,7.35,53211.67,578.53,76.42,Bell Pepper,warning
18.65,65.17,6.81,28793.36,684.51,62.36,Bell Pepper,warning
18.21,84.85,6.37,37185.25,1439.47,67.17,Bell Pepper,warning
19.1,88.28,7.24,48843.52,756.89,70.57,Bell Pepper,warning
20.89,67.68,6.93,77862.41,532.47,48.49,Bell Pepper,warning
23.08,55.82,7.04,50733.31,710.93,73.35,Bell Pepper,warning
34.41,63.94,6.83,55214.67,1250.69,60.47,Bell Pepper,warning
18.83,94.58,6.31,60768.9,787.83,44.48,Bell Pepper,warning
24.63,75.94,7.4,42157.06,702.84,43.77,Bell Pepper,warning
21.83,73.26,5.87,63107.93,988.92,35.39,Bell Pepper,warning
36.92,52.99,6.61,44646.09,516.48,74.0,Bell Pepper,critical
16.73,92.69,6.71,31609.3,561.95,74.09,Bell Pepper,critical
16.27,64.93,7.03,51191.67,1303.13,37.24,Bell Pepper,critical
26.47,57.26,6.57,71347.93,1298.77,38.16,Bell Pepper,warning
26.54,74.48,6.47,21775.74,839.2,84.27,Bell Pepper,warning
15.38,77.86,6.34,32597.0,1167.91,62.17,Bell Pepper,critical
25.1,77.11,6.76,70606.43,1337.4,65.83,Bell Pepper,warning
19.77,83.97,7.78,40285.87,862.09,55.54,Bell Pepper,warning
36.04,60.74,5.63,61208.36,442.19,58.45,Bell Pepper,warning
35.14,63.99,6.79,46466.51,512.76,56.04,Bell Pepper,warning
27.32,94.99,6.75,65768.71,382.4,65.62,Bell Pepper,warning
32.9,78.71,6.96,68795.33,377.66,73.37,Bell Pepper,warning
33.16,67.74,7.21,80175.95,716.23,44.4,Bell Pepper,warning
16.69,68.78,6.22,42145.87,863.83,71.93,Bell Pepper,critical
34.18,81.47,6.31,55412.09,617.77,33.75,Bell Pepper,critical
17.93,81.99,6.41,46079.2,1563.18,60.6,Bell Pepper,warning
29.7,63.73,7.97,59133.25,962.41,40.95,Bell Pepper,warning
33.97,66.82,6.86,46948.17,1259.0,39.33,Bell Pepper,warning
21.97,72.62,6.29,75998.46,338.46,81.88,Bell Pepper,critical
27.71,79.9,5.84,64739.84,645.51,86.71,Bell Pepper,warning
18.72,79.87,6.81,25496.32,1196.74,65.56,Bell Pepper,warning
21.19,72.61,7.01,33411.75,1521.53,69.08,Bell Pepper,warning
22.87,74.43,5.75,60265.87,819.44,43.95,Bell Pepper,warning
19.53,56.83,7.58,25670.27,1173.97,80.81,Bell Pepper,warning
28.59,71.88,6.47,48375.71,370.32,59.45,Bell Pepper,warning
32.68,78.82,6.95,22040.03,393.28,51.75,Bell Pepper,warning
37.67,76.86,7.65,33228.74,736.62,72.75,Bell Pepper,critical
23.76,47.84,6.45,35811.12,1480.34,60.32,Bell Pepper,critical
18.5,95.9,6.53,42375.26,1372.38,63.59,Bell Pepper,warning
18.7,75.58,5.92,52397.63,342.8,67.64,Bell Pepper,warning
32.81,71.85,5.94,35404.03,662.15,45.4,Bell Pepper,warning
31.23,69.77,6.2,53269.69,1592.8,42.31,Bell Pepper,warning
22.41,74.7,6.32,77730.7,382.13,47.48,Bell Pepper,warning
26.65,63.89,5.2,69055.74,1274.37,53.03,Bell Pepper,warning
18.73,57.1,6.4,39641.16,884.12,74.58,Bell Pepper,warning
24.76,60.04,7.16,62629.07,781.75,80.34,Bell Pepper,warning
36.35,62.92,5.4,34891.1,897.72,43.39,Bell Pepper,warning
36.53,85.32,6.3,38959.71,966.03,50.76,Bell Pepper,warning
23.56,72.8,6.15,31935.81,408.35,38.11,Bell Pepper,warning
29.56,52.25,6.2,23796.72,1206.09,77.99,Bell Pepper,warning
23.8,66.65,4.81,42567.54,861.42,86.5,Bell Pepper,critical
20.81,75.99,7.23,30854.24,1138.42,92.62,Bell Pepper,critical
32.03,64.8,5.27,35135.71,532.9,49.24,Bell Pepper,warning
25.85,83.81,6.3,47426.49,345.96,62.06,Bell Pepper,warning
25.62,85.66,6.52,23449.42,843.33,86.46,Bell Pepper,warning
34.27,85.38,6.44,71845.83,1478.02,64.53,Bell Pepper,warning
22.08,88.7,6.4,49074.82,636.41,37.36,Bell Pepper,warning
31.93,65.85,6.07,52123.93,1514.89,72.13,Bell Pepper,warning
22.9,64.58,6.7,22725.51,568.31,57.72,Bell Pepper,warning
29.87,71.14,6.48,72438.07,576.61,56.78,Bell Pepper,warning
28.44,63.13,6.1,78529.49,396.45,74.23,Bell Pepper,warning
27.77,63.15,6.05,61305.51,392.66,67.56,Bell Pepper,warning
20.71,85.62,6.82,32871.65,1238.76,52.88,Bell Pepper,warning
19.39,80.36,5.34,59364.18,565.15,85.74,Bell Pepper,warning
30.3,67.41,6.08,39004.08,1607.02,62.29,Bell Pepper,warning
32.26,64.16,6.65,74183.8,411.32,39.99,Bell Pepper,warning
27.69,79.78,6.8,77695.36,588.46,63.87,Bell Pepper,warning
30.66,48.81,7.12,67181.31,1346.99,44.26,Bell Pepper,critical
20.92,69.72,5.99,68089.59,1499.46,57.08,Bell Pepper,warning
27.16,72.95,6.56,71347.28,1425.43,60.7,Bell Pepper,warning
26.92,86.48,6.48,58747.04,1658.49,62.81,Bell Pepper,warning
31.55,78.74,7.32,28987.59,955.55,64.9,Bell Pepper,warning
19.85,87.85,6.88,37733.77,1281.28,55.59,Bell Pepper,warning
21.19,63.69,6.07,49251.15,783.65,60.79,Bell Pepper,optimal
29.39,71.19,6.13,23237.99,356.52,47.72,Bell Pepper,warning
38.96,48.52,6.85,35959.45,1112.19,81.8,Bell Pepper,critical
22.64,84.02,6.76,27274.78,733.95,41.28,Bell Pepper,optimal
21.8,73.65,6.71,35869.81,1314.44,35.8,Bell Pepper,warning
20.0,90.83,6.13,41514.01,962.44,65.14,Bell Pepper,warning
30.95,73.96,6.89,76186.25,1442.4,67.32,Bell Pepper,warning
19.04,78.89,6.37,79136.61,548.08,51.0,Bell Pepper,warning
26.61,51.6,6.43,41099.3,1579.18,45.05,Bell Pepper,warning
34.55,75.71,6.54,49839.79,560.94,66.18,Bell Pepper,warning
20.8,97.36,6.8,73617.52,1322.46,67.49,Bell Pepper,warning
24.57,84.52,6.0,24114.41,923.55,64.88,Bell Pepper,warning
25.93,58.73,6.57,37587.21,1054.82,88.93,Bell Pepper,warning
29.36,66.2,6.85,61770.33,1458.4,33.29,Bell Pepper,critical
20.85,95.75,6.79,37447.69,1547.52,72.76,Bell Pepper,warning
40.15,77.98,6.27,30661.46,816.25,41.83,Bell Pepper,critical
21.31,75.71,5.56,66825.26,1652.86,65.58,Bell Pepper,warning
30.34,61.18,6.31,76335.07,1420.41,73.48,Bell Pepper,warning
32.44,68.75,6.29,22937.18,360.12,71.73,Bell Pepper,warning
20.87,69.52,6.88,79128.09,1502.13,59.08,Bell Pepper,warning
20.43,77.37,5.98,71530.36,1440.1,75.73,Bell Pepper,warning
25.89,66.8,6.49,71612.83,422.11,37.0,Bell Pepper,warning
22.4,97.43,6.59,57632.3,841.53,77.69,Bell Pepper,warning
32.27,83.28,6.21,22492.79,897.19,66.92,Bell Pepper,warning
27.03,53.03,7.13,55556.11,1222.78,76.14,Bell Pepper,warning
27.59,88.06,6.9,66278.74,1138.8,85.84,Bell Pepper,warning
33.31,95.84,6.3,47142.5,971.9,59.82,Bell Pepper,warning
28.0,76.82,6.46,78167.87,396.72,44.8,Bell Pepper,warning
25.73,61.1,8.28,33370.88,1613.34,65.08,Bell Pepper,critical
34.34,56.81,7.61,44320.15,694.4,72.63,Bell Pepper,warning
34.72,72.6,6.48,32995.26,1198.68,69.24,Bell Pepper,warning
18.94,81.16,7.59,65009.25,1606.03,48.1,Bell Pepper,warning
21.21,74.84,7.31,58479.87,535.2,88.94,Bell Pepper,warning
30.6,88.84,6.56,70035.66,1399.82,54.67,Bell Pepper,warning
28.69,59.58,6.22,32621.95,395.7,65.23,Bell Pepper,warning
32.64,71.87,6.1,41724.32,1396.69,38.27,Bell Pepper,warning
18.64,68.67,6.12,67474.75,1088.57,58.57,Bell Pepper,warning
34.96,70.05,6.57,60213.43,966.96,91.96,Bell Pepper,warning
20.59,65.58,6.44,64309.38,1593.58,61.54,Bell Pepper,warning
20.33,73.09,6.14,67517.33,378.73,48.85,Bell Pepper,warning
31.15,74.37,5.34,42090.18,602.61,36.25,Bell Pepper,warning
28.32,70.58,5.99,52560.05,1415.58,84.12,Bell Pepper,warning
25.09,67.77,6.22,34928.1,1072.88,34.55,Bell Pepper,warning
23.06,80.34,6.51,80565.12,749.48,69.62,Bell Pepper,critical
21.08,64.6,7.45,32245.12,1030.28,42.54,Bell Pepper,warning
21.74,72.96,6.56,70168.71,1483.3,60.99,Bell Pepper,warning
25.83,61.35,6.88,79688.45,1604.65,45.39,Bell Pepper,warning
23.11,76.72,6.16,39483.08,409.07,33.73,Bell Pepper,critical
22.91,77.68,6.49,75673.58,1660.28,69.08,Bell Pepper,warning
29.04,71.54,6.42,25064.84,355.6,65.24,Bell Pepper,warning
20.07,79.6,6.87,22519.77,918.42,48.97,Bell Pepper,warning
21.25,84.27,6.59,22398.7,1141.81,55.66,Bell Pepper,warning
18.47,96.92,6.6,56005.92,364.38,66.15,Bell Pepper,warning
26.71,51.32,5.89,67425.76,1151.73,89.08,Bell Pepper,warning
31.48,68.32,5.61,60231.33,657.83,63.35,Bell Pepper,warning
28.33,73.01,5.86,37204.73,1553.82,64.78,Bell Pepper,warning
21.81,80.97,7.03,71884.63,1101.11,73.38,Bell Pepper,warning
18.99,86.64,7.46,25706.33,716.24,43.58,Bell Pepper,warning
19.78,70.76,6.67,36196.04,374.38,53.61,Bell Pepper,warning
31.34,99.77,7.97,34225.8,1267.05,58.98,Bell Pepper,critical
17.53,65.99,6.42,48952.09,1056.91,43.51,Bell Pepper,warning
26.22,56.56,6.47,22231.56,1264.16,78.51,Bell Pepper,warning
29.06,65.93,7.72,41544.48,554.72,43.52,Bell Pepper,warning
29.72,72.37,6.92,45073.4,1569.17,85.56,Bell Pepper,warning
34.4,68.78,6.27,23874.23,925.48,60.52,Bell Pepper,warning
27.8,82.94,6.65,46186.34,852.08,38.54,Bell Pepper,warning
31.71,72.4,6.49,22450.32,1293.05,62.77,Bell Pepper,warning
25.72,69.78,6.0,71458.87,837.06,64.9,Bell Pepper,warning
19.05,65.42,6.88,73221.13,1256.28,49.09,Bell Pepper,warning
27.15,77.11,6.64,62433.26,1527.98,85.44,Bell Pepper,warning
29.19,86.97,4.95,41819.24,1242.22,70.43,Bell Pepper,critical
30.6,54.16,7.73,59189.61,757.88,74.22,Bell Pepper,warning
20.02,72.47,7.04,49252.82,317.67,53.4,Bell Pepper,critical
30.82,95.12,6.56,53836.7,839.45,78.77,Bell Pepper,warning
23.0,57.17,6.21,56310.86,395.96,85.93,Bell Pepper,warning
24.07,90.3,6.29,23807.53,800.3,61.64,Bell Pepper,warning
16.42,65.46,6.53,64581.52,350.89,75.79,Bell Pepper,critical
26.12,65.13,5.58,35311.47,355.88,60.22,Bell Pepper,warning
24.93,68.3,7.43,35112.56,1446.93,66.75,Bell Pepper,warning
23.43,60.88,6.32,71945.2,776.13,51.56,Bell Pepper,warning
21.69,80.88,6.7,70374.42,357.05,72.45,Bell Pepper,warning
28.79,74.48,5.21,65131.04,1444.49,75.96,Bell Pepper,warning
32.52,81.38,5.58,61173.78,941.97,35.56,Bell Pepper,warning
23.2,62.5,6.44,62968.68,1375.96,72.94,Bell Pepper,optimal
33.62,74.76,6.64,36303.58,1475.65,73.48,Bell Pepper,warning
23.93,73.59,6.95,27904.31,1004.25,85.49,Bell Pepper,warning
24.53,75.19,7.02,69000.67,670.85,72.68,Bell Pepper,warning
32.73,84.19,5.92,49204.69,996.1,43.06,Bell Pepper,warning
20.26,59.83,6.67,24075.6,1390.61,44.71,Bell Pepper,warning
23.27,80.87,7.16,61223.86,1363.4,79.77,Bell Pepper,warning
24.59,92.5,6.36,46371.44,441.22,47.51,Bell Pepper,warning
25.12,69.69,5.64,55890.62,1072.86,41.84,Bell Pepper,warning
17.23,69.0,6.63,29161.86,1086.29,53.4,Bell Pepper,warning
24.48,97.72,6.51,25234.89,1430.02,56.1,Bell Pepper,warning
13.78,72.2,7.63,61801.07,1316.61,76.88,Bell Pepper,critical
20.15,64.35,5.53,67583.29,1442.93,49.73,Bell Pepper,warning
27.37,69.53,6.39,73649.12,367.55,73.18,Bell Pepper,warning
27.93,65.14,6.52,30788.3,1131.8,37.87,Bell Pepper,warning
32.52,68.94,6.97,30874.06,474.86,37.74,Bell Pepper,warning
29.29,80.61,6.41,20554.21,1408.13,51.15,Bell Pepper,critical
23.9,70.54,7.59,51391.79,693.23,90.03,Bell Pepper,warning
29.65,95.91,6.68,62967.04,1061.51,61.4,Bell Pepper,warning
24.07,67.01,6.01,26359.66,1685.58,56.45,Bell Pepper,warning
24.35,67.19,6.71,71517.61,582.78,52.93,Bell Pepper,warning
21.99,77.05,6.47,22563.51,1036.7,81.45,Bell Pepper,warning
16.54,88.68,6.21,68591.33,992.7,48.22,Bell Pepper,critical
35.59,56.6,6.66,30692.53,685.29,62.55,Bell Pepper,warning
19.86,77.63,6.12,48186.11,1359.06,80.46,Bell Pepper,warning
25.82,56.71,6.17,49870.71,818.61,51.8,Bell Pepper,warning
28.88,63.76,7.74,50618.1,1045.13,82.5,Bell Pepper,warning
18.7,84.34,7.07,34482.65,1637.88,44.13,Bell Pepper,warning
25.77,66.09,7.23,77849.0,511.08,60.24,Bell Pepper,warning
25.15,61.47,6.48,69540.1,1303.84,37.92,Bell Pepper,warning
17.17,82.07,6.57,40094.77,346.92,80.07,Bell Pepper,warning
23.87,83.04,7.28,30535.99,1242.64,83.44,Bell Pepper,warning
20.36,66.56,6.7,37642.1,1578.55,78.22,Bell Pepper,warning
30.8,78.6,5.89,62356.43,779.66,84.15,Bell Pepper,warning
19.12,67.87,6.82,76366.22,940.77,42.53,Bell Pepper,warning
35.72,70.94,5.93,23256.89,413.14,56.58,Bell Pepper,warning
23.7,78.06,6.32,36604.0,1317.13,85.62,Bell Pepper,warning
23.64,55.92,6.94,35884.35,1211.72,59.71,Bell Pepper,warning
25.05,71.4,6.92,21376.58,445.32,75.98,Bell Pepper,warning
